state,account length,area code,phone number,international plan,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,customer service calls,churn
38,137,415,1347,0,0,215.9,76,145.4,118,186.9,129,12.1,4,1,0
42,106,415,1425,0,0,119.2,142,228.4,139,197.9,61,8.4,9,2,0
31,88,510,609,0,0,144.3,116,156.4,74,214.7,90,7.8,10,3,0
45,106,415,964,0,0,235.2,121,220.6,87,236.3,91,11.8,4,1,0
42,95,510,1366,0,0,174.0,57,281.1,118,197.2,94,9.7,2,0,0
31,57,510,91,1,0,115.0,65,122.3,96,245.0,75,6.4,1,0,1
47,184,408,594,0,0,151.7,93,178.5,77,229.1,111,13.1,8,2,0
2,109,510,1791,0,0,153.1,102,234.1,77,329.2,74,9.9,9,3,0
48,127,415,584,0,0,218.6,93,149.9,130,204.6,131,9.2,5,2,0
47,82,510,1262,0,0,265.2,122,178.7,102,174.7,90,10.7,9,2,0
39,180,415,1406,0,0,143.3,134,180.5,113,184.2,87,10.1,4,1,0
21,174,415,2445,0,0,190.3,98,252.7,70,220.6,97,7.2,9,2,0
5,92,415,2857,0,0,184.7,60,262.0,73,239.5,120,12.3,6,2,1
5,81,408,1607,0,0,115.3,99,224.7,117,152.5,98,18.0,2,1,0
39,125,408,2929,0,0,113.0,108,169.2,107,156.6,61,9.2,5,2,1
6,119,408,604,0,0,294.2,100,232.5,53,195.0,64,9.0,1,0,1
27,122,415,2438,0,0,215.6,86,167.8,59,207.0,67,6.4,8,3,0
50,34,408,437,0,0,128.8,80,208.7,93,202.1,103,14.0,7,1,0
37,138,415,2011,1,28,211.2,117,312.5,98,178.0,118,10.7,2,3,1
9,90,415,945,0,24,71.2,82,181.6,103,186.9,111,12.9,1,1,0
17,73,408,1510,0,0,94.9,121,253.2,83,175.1,86,14.2,2,2,0
40,19,510,2875,0,0,259.4,116,269.7,109,175.3,130,9.5,3,1,1
47,120,408,621,0,28,215.8,123,285.2,76,192.1,78,6.9,3,1,0
26,160,415,76,0,0,97.5,113,268.1,69,255.3,62,13.2,4,3,0
38,141,510,3067,0,0,146.5,121,169.9,125,238.8,112,8.2,5,0,0
19,90,408,2776,0,0,157.9,72,234.0,93,210.0,86,12.2,5,2,0
46,72,415,347,0,0,139.9,117,223.6,96,240.8,93,12.7,4,2,0
23,117,408,1801,0,21,153.2,112,263.3,110,135.0,85,11.9,7,1,0
14,79,408,3009,1,0,103.5,134,319.3,111,239.9,124,8.4,4,2,0
2,87,408,2206,0,0,185.8,119,192.3,83,200.0,96,6.6,4,1,0
20,102,415,2099,0,0,129.5,56,354.2,118,145.5,93,10.9,3,1,0
26,49,408,965,0,0,236.6,91,220.9,146,146.8,114,8.9,2,1,0
46,67,408,2943,0,0,260.4,107,208.2,104,207.9,115,10.0,2,6,0
5,107,415,2699,0,0,167.3,100,163.9,79,185.9,100,6.7,5,2,0
27,190,408,2901,0,0,182.2,101,212.3,95,233.0,123,9.3,4,2,0
47,118,510,3316,0,0,113.0,80,150.1,87,204.3,115,10.8,4,2,0
42,120,415,3003,0,0,185.7,133,235.1,149,256.4,78,16.9,6,0,0
2,94,408,196,0,0,136.2,114,165.1,118,137.9,71,9.6,5,0,0
7,115,510,2804,0,29,222.6,81,190.3,109,201.2,87,11.5,2,1,0
23,61,415,2921,0,0,197.3,67,264.5,106,210.5,116,9.0,6,1,0
12,143,510,988,0,33,141.4,130,186.4,114,210.0,111,7.7,6,1,0
16,110,510,970,0,0,208.0,69,95.1,94,178.5,129,8.0,11,1,0
28,104,415,2184,0,0,118.5,92,177.8,109,255.7,98,12.1,4,1,0
26,16,510,388,0,0,153.2,65,229.7,90,148.2,94,10.7,8,1,0
14,183,510,2512,0,0,108.3,87,183.6,116,176.6,109,13.5,2,0,0
7,147,408,1003,0,0,168.6,92,187.7,107,216.5,95,14.4,8,2,0
17,58,415,2899,0,0,247.2,116,303.7,103,105.4,94,9.3,2,2,1
25,102,510,86,1,0,224.2,81,243.3,90,147.8,66,12.0,8,3,0
42,123,415,379,0,0,166.9,98,221.8,77,243.9,114,12.8,4,3,0
12,64,415,1650,0,43,118.4,100,144.1,108,158.1,91,8.5,6,1,0
0,103,510,1178,0,0,190.9,62,226.6,53,230.1,96,7.8,3,2,0
23,152,415,1814,0,0,317.8,60,152.9,100,123.4,63,10.4,7,1,1
49,124,415,591,0,0,312.0,112,180.0,109,168.6,94,12.8,4,1,1
37,97,415,3160,0,0,146.0,121,203.0,141,151.8,120,13.3,2,1,0
25,131,415,228,0,0,131.6,95,179.3,109,251.2,129,15.5,3,1,1
21,57,415,1515,0,33,193.4,105,231.6,79,226.2,90,11.1,11,2,0
23,157,510,1600,0,0,185.1,92,213.0,85,196.1,85,8.5,5,2,0
10,194,510,215,0,0,193.3,106,169.0,150,225.2,122,11.8,4,0,0
7,66,415,2926,0,0,146.4,107,196.5,99,230.1,106,7.8,2,1,0
10,155,510,1709,0,0,71.2,90,304.4,119,183.3,103,8.6,4,0,0
34,123,415,71,0,0,123.2,104,190.0,117,170.3,95,12.9,5,4,1
36,116,510,2306,0,0,205.0,90,140.9,114,272.6,96,7.5,4,2,0
36,63,415,2147,0,0,128.7,78,240.8,133,237.7,121,12.8,6,1,0
10,64,510,3014,0,0,216.9,78,211.0,115,179.8,116,11.4,5,3,0
31,96,510,1466,0,0,150.0,122,218.5,116,212.4,89,9.8,1,3,0
23,53,415,2615,0,0,164.1,106,206.0,56,194.7,124,11.4,2,1,0
21,105,510,897,0,0,212.0,113,226.6,128,193.6,114,8.9,7,3,0
22,53,510,3164,0,37,167.3,99,194.7,99,236.7,112,12.0,9,2,0
26,101,415,947,0,0,154.4,130,217.2,101,185.4,52,13.9,4,1,0
29,129,510,2923,0,30,177.3,95,211.8,102,240.2,108,9.3,7,3,0
28,122,408,2380,0,0,231.2,141,267.8,136,240.3,100,8.8,5,1,1
45,163,415,1807,0,0,202.9,100,178.6,46,203.8,116,12.8,3,5,0
46,93,408,3179,0,0,149.6,120,200.7,85,181.2,107,14.3,9,0,0
35,115,510,733,1,0,345.3,81,203.4,106,217.5,107,11.8,8,1,1
1,25,408,366,0,0,264.9,80,281.2,66,166.1,80,8.4,4,1,1
7,73,408,1024,0,0,122.0,92,138.3,114,224.2,128,5.8,5,1,0
28,120,415,1501,0,0,177.2,88,270.4,99,231.5,90,14.0,2,2,0
42,196,415,476,0,0,133.1,80,206.5,120,221.6,96,10.3,8,1,0
8,97,510,997,0,0,225.1,90,279.5,127,233.8,103,8.8,4,0,1
34,148,408,2837,0,0,208.4,120,174.4,99,310.7,105,11.2,4,1,0
1,85,408,2081,0,30,173.1,107,247.2,101,158.7,104,11.5,5,1,0
36,86,510,2447,1,0,162.4,131,167.0,102,128.9,118,11.4,2,2,1
25,78,415,2941,0,13,281.2,93,178.2,101,244.2,129,6.4,5,2,0
20,106,415,2897,0,0,208.3,89,169.4,67,102.0,90,15.9,4,3,0
29,147,415,2571,0,38,243.4,126,273.8,109,282.9,91,14.1,8,2,0
2,145,415,172,0,0,224.2,89,314.9,121,182.9,121,16.1,3,1,1
14,91,415,1625,0,0,189.3,100,239.3,107,89.7,89,9.9,3,3,0
15,81,408,717,0,46,168.3,124,270.9,103,222.5,98,6.7,2,4,0
44,116,415,1853,0,24,232.9,90,152.1,94,344.3,82,10.7,6,1,0
18,69,415,3278,0,37,155.0,98,142.4,105,143.7,117,5.9,4,1,0
13,135,510,1872,0,0,154.4,130,203.8,90,158.7,59,11.8,3,0,0
17,73,510,1769,0,0,234.7,102,195.7,110,253.4,71,8.4,8,2,0
22,48,415,2827,0,0,240.0,88,141.0,117,128.9,137,7.1,9,1,0
30,125,415,1084,1,0,298.4,78,270.5,142,107.3,84,12.2,2,0,1
49,100,415,1897,0,0,166.0,102,236.1,97,134.3,93,10.9,4,1,0
37,165,415,2918,0,33,111.6,140,213.3,111,267.6,115,16.0,3,0,0
41,64,415,2397,0,0,174.5,98,180.2,103,179.0,89,10.7,2,2,0
20,116,510,2524,1,27,175.5,137,210.6,60,294.8,121,6.9,5,1,0
28,147,408,2907,1,35,157.5,109,189.6,67,227.0,76,11.1,2,3,1
42,115,415,1661,0,0,206.2,113,176.4,102,297.1,119,11.0,7,1,0
24,84,415,2817,0,35,207.5,138,201.0,116,164.5,107,7.5,16,4,0
14,86,510,536,0,16,144.8,105,206.2,111,255.4,117,11.6,2,4,0
44,134,415,3156,0,0,258.8,85,129.5,114,193.6,106,10.9,7,2,0
22,105,415,1728,0,0,226.9,106,182.2,77,203.9,107,11.6,2,0,1
2,88,408,765,0,0,152.9,119,171.2,107,257.0,106,12.0,5,2,0
43,90,408,41,0,27,156.7,51,236.5,118,123.2,111,12.6,6,2,0
0,86,408,2171,0,0,150.8,85,295.9,88,247.2,104,12.5,1,1,0
42,37,415,3025,0,0,221.0,126,204.5,110,118.0,98,6.8,3,4,0
30,141,415,2629,0,32,322.4,92,283.2,107,209.5,111,6.7,3,1,1
32,148,408,755,0,0,153.6,148,262.1,87,225.5,99,9.8,3,2,0
23,163,408,1570,0,22,215.1,91,138.9,102,146.2,109,12.4,2,2,0
12,89,415,1655,0,35,174.4,108,196.7,100,127.4,74,11.8,3,1,0
39,63,415,1557,0,0,180.5,126,230.0,98,232.5,73,10.6,3,0,0
1,102,415,350,0,0,123.1,106,182.0,102,244.6,75,12.6,7,2,0
27,76,510,3306,0,0,165.7,94,257.4,80,170.8,114,10.0,4,1,0
41,104,408,2781,0,0,200.2,92,118.7,87,236.6,65,6.0,6,2,0
26,109,510,3112,0,0,154.8,82,287.7,109,208.4,80,5.9,9,3,0
11,105,510,1337,0,0,125.4,116,261.5,95,241.6,104,11.4,9,2,0
26,63,415,1076,0,33,184.2,111,312.6,89,264.0,55,12.2,4,1,0
17,105,415,2711,0,24,274.7,99,193.5,118,299.6,109,10.8,3,3,0
7,68,415,2483,1,39,142.0,140,241.6,89,302.0,72,11.3,5,1,0
5,63,408,1805,1,21,151.5,99,147.8,89,210.4,114,10.0,4,1,0
22,74,415,2074,0,0,124.8,114,133.0,121,160.3,85,10.6,7,3,0
1,76,415,1440,0,0,179.2,85,222.9,66,188.2,113,12.4,2,0,0
16,91,408,1941,1,0,246.4,110,182.0,98,157.6,106,12.1,2,2,1
27,101,415,972,0,0,232.7,114,186.4,123,153.3,122,11.5,6,5,0
40,116,408,1635,0,0,288.0,120,255.8,90,233.4,99,13.4,4,0,1
5,131,415,2463,0,23,170.8,145,236.7,93,294.5,100,12.7,1,1,0
23,84,415,214,0,0,216.1,114,197.5,107,217.8,104,9.8,3,1,0
50,104,415,1362,0,0,138.7,100,215.4,58,164.3,98,4.9,4,2,0
9,108,510,1348,0,0,210.7,112,238.7,73,253.6,90,9.2,5,3,0
34,111,415,1927,0,0,181.8,117,158.1,91,266.2,123,9.7,9,0,0
36,155,408,1437,0,30,61.6,103,255.1,110,225.9,96,12.4,5,1,0
21,66,510,2698,0,0,207.7,85,196.7,112,261.7,83,6.8,3,1,0
29,64,510,3085,0,0,219.2,73,167.0,65,161.4,119,10.0,5,1,0
35,69,415,1702,0,0,227.0,122,258.7,111,169.7,87,8.9,1,2,0
6,116,415,298,0,0,245.9,73,240.1,87,158.7,89,8.9,5,3,0
7,101,415,1240,0,0,257.3,84,184.8,115,108.9,109,13.5,7,0,0
36,15,415,2852,0,0,121.1,130,216.0,86,235.1,33,16.1,5,2,0
31,88,415,726,0,0,301.5,136,257.7,72,132.9,118,13.4,2,4,1
12,197,415,1714,0,0,233.9,96,218.9,111,182.9,109,9.5,3,0,0
45,50,415,1919,1,0,99.6,108,308.7,102,161.2,62,13.7,6,2,1
45,172,510,2853,0,0,169.8,123,183.1,94,395.0,72,12.7,7,2,0
32,188,415,1507,1,26,198.8,115,166.6,67,198.5,118,14.4,3,1,1
9,85,408,703,1,0,116.2,86,229.7,127,204.2,109,10.1,3,3,0
39,103,510,3272,1,0,255.9,128,140.9,92,308.9,130,12.1,2,1,1
31,136,408,2646,0,27,187.7,84,221.0,147,145.7,110,10.0,4,3,0
29,155,408,2238,0,21,195.9,91,213.9,84,88.2,111,8.6,4,0,0
49,145,415,1956,0,0,129.4,97,185.4,101,204.7,106,1.1,2,2,0
50,116,510,2271,0,12,221.0,108,151.0,118,179.0,80,9.0,6,2,0
40,152,408,2478,0,0,140.5,92,186.8,96,227.0,89,9.5,5,2,0
25,65,415,1980,1,0,277.9,123,155.8,112,256.9,71,9.2,10,0,1
28,180,415,1486,0,0,224.9,105,250.0,101,216.1,73,6.7,5,3,1
14,67,415,1495,0,0,109.1,117,217.4,124,188.4,141,12.8,6,0,0
37,60,415,1415,0,0,207.8,109,123.5,112,291.6,115,5.7,9,0,0
44,138,510,958,0,0,205.9,96,257.1,94,209.0,63,12.1,8,0,0
12,44,415,1169,0,0,308.6,139,150.8,94,198.7,66,7.3,3,4,1
21,25,510,180,0,0,242.6,69,209.0,117,219.7,82,14.4,6,2,0
50,145,408,2753,0,0,229.6,82,138.1,103,250.8,109,3.3,3,1,0
48,122,510,414,0,28,166.0,62,233.9,88,170.1,84,7.7,3,2,0
40,121,415,3103,0,0,144.8,126,200.6,82,208.8,81,13.3,9,0,1
7,55,510,985,1,0,106.1,77,123.5,100,96.4,92,12.9,3,0,0
6,77,415,530,0,0,221.8,84,166.0,125,210.2,72,13.2,4,1,0
37,12,415,1790,0,0,204.6,98,212.5,90,182.1,95,9.8,7,2,0
37,64,510,2833,0,0,213.5,93,166.6,114,122.0,78,14.1,3,3,0
33,92,415,2694,0,44,152.0,95,274.9,73,162.4,121,10.0,1,2,0
23,125,415,2226,1,29,260.8,81,163.7,112,271.7,117,17.0,6,1,1
36,160,408,821,0,0,166.4,117,317.0,129,160.4,121,10.0,2,1,0
16,79,415,1976,0,0,177.9,83,167.3,84,223.7,142,15.2,8,0,0
39,36,415,1409,0,0,235.1,97,196.8,104,259.7,110,7.0,7,3,0
7,102,415,2653,0,0,186.8,92,173.7,123,250.9,131,9.7,4,2,0
14,138,408,2728,1,0,268.4,81,174.4,115,193.5,96,11.6,4,1,0
44,164,510,2448,0,0,192.1,95,249.8,94,132.6,100,7.3,3,3,0
23,125,415,558,0,0,240.7,82,269.4,85,187.1,74,10.1,3,0,1
48,72,408,1982,0,0,179.9,113,149.8,112,168.2,79,9.8,7,2,0
22,74,415,1165,0,0,314.1,86,222.4,99,259.0,121,12.3,5,3,1
22,134,415,1519,0,41,162.0,82,324.7,77,160.1,112,11.9,5,0,0
19,145,415,1907,0,0,175.8,89,274.3,119,226.6,69,12.4,4,1,0
1,136,510,905,0,0,109.4,91,207.5,111,135.0,107,11.6,5,0,0
40,209,510,2148,0,0,255.1,124,230.6,110,218.0,69,8.5,5,3,1
48,66,415,1059,1,0,208.7,84,173.3,88,264.7,107,8.3,3,3,0
46,152,510,234,0,20,214.6,108,96.6,82,170.7,145,7.9,5,1,0
6,162,408,1297,0,0,49.2,121,143.9,136,203.0,97,12.1,13,1,0
37,72,510,654,0,0,141.3,133,134.9,96,227.5,97,11.2,3,2,0
11,101,415,2562,0,0,253.2,89,237.9,114,154.3,85,9.7,7,4,0
49,125,415,1908,0,0,206.0,128,198.1,71,135.9,116,13.2,3,0,0
39,46,408,2719,0,0,40.4,105,172.4,83,145.1,89,9.0,2,2,0
22,132,408,2172,0,0,291.2,104,234.2,132,191.7,87,8.9,3,1,1
21,193,415,2657,0,31,71.2,58,124.7,105,155.5,108,11.7,3,0,0
49,63,510,49,0,0,261.8,69,245.0,135,202.1,94,14.7,4,0,1
29,124,510,1176,0,0,191.3,134,261.5,113,182.3,111,10.0,3,1,0
7,144,415,342,0,0,133.3,101,255.5,127,228.6,68,11.6,2,0,0
30,116,408,1487,0,24,183.6,138,203.8,90,166.9,89,6.0,3,2,0
20,189,415,2958,0,30,155.2,116,195.5,50,170.1,108,15.4,6,1,0
30,97,408,2950,0,28,283.1,93,185.4,98,312.8,78,6.1,8,1,0
49,137,510,1717,0,50,186.5,94,178.0,106,215.6,100,12.1,4,2,0
14,142,415,246,0,38,163.3,104,136.0,114,249.1,127,4.3,6,0,0
36,84,510,1485,0,0,203.4,125,182.9,88,213.7,121,13.8,2,1,0
30,119,415,1152,0,19,178.1,110,212.8,100,226.3,123,10.0,6,1,0
22,158,415,751,0,0,195.9,103,89.1,95,302.2,82,10.3,3,1,0
28,50,415,523,0,0,295.3,127,127.4,100,166.8,105,9.6,6,1,0
18,98,408,919,0,0,136.1,82,156.3,118,158.8,83,10.1,5,2,0
11,101,415,2209,0,24,114.1,95,161.5,86,176.3,90,13.0,9,2,0
31,182,415,3221,0,0,279.1,124,180.5,108,217.5,104,9.5,11,2,1
49,51,408,2595,0,0,169.3,111,139.5,69,197.0,87,12.0,3,0,0
27,117,510,1730,0,0,214.4,94,138.0,149,148.7,102,9.9,1,2,0
38,92,415,2898,1,0,255.8,125,142.7,111,181.2,101,11.7,3,0,0
22,86,408,1505,0,0,148.2,71,285.1,91,166.4,155,6.2,3,2,0
50,122,415,1106,0,0,119.3,93,223.9,103,211.9,122,8.7,4,2,0
31,156,408,2756,0,27,192.3,137,199.9,115,244.2,112,14.8,8,1,0
31,127,510,2734,0,0,245.2,91,217.2,92,243.1,128,13.9,6,0,1
27,130,408,1999,1,0,216.2,106,363.7,86,126.7,123,16.9,2,5,1
32,158,408,1748,0,0,172.4,114,256.6,69,235.3,104,0.0,0,2,0
25,145,510,2752,1,30,175.3,107,153.3,116,233.6,85,11.1,3,1,0
43,90,415,1042,1,26,169.0,104,188.8,104,213.3,76,13.3,3,0,1
36,127,510,2656,0,27,2.6,113,254.0,102,242.7,156,9.2,5,3,0
13,109,415,2021,0,0,184.1,143,211.7,105,243.0,116,9.9,2,1,0
1,88,415,892,0,0,181.9,90,151.5,87,143.0,100,7.5,3,1,0
50,101,510,2375,0,9,160.1,116,210.0,121,139.1,65,10.8,9,0,0
11,171,510,1241,0,0,189.8,122,173.7,85,257.1,84,10.3,1,0,0
45,21,415,859,0,0,223.2,142,216.5,114,214.7,111,12.4,2,1,0
49,145,408,674,0,31,216.0,94,225.1,123,234.7,109,10.7,1,2,0
8,90,415,1005,0,0,198.5,124,266.6,100,243.3,80,8.0,7,2,0
4,33,408,1489,0,0,159.5,115,195.4,118,102.4,86,7.1,7,1,0
38,61,408,546,0,40,105.0,78,180.6,100,174.1,115,10.2,2,2,1
5,107,415,327,0,0,204.5,108,162.4,110,155.0,102,13.4,1,3,0
20,147,408,1718,0,0,274.0,92,231.8,82,283.6,83,6.2,1,0,1
1,117,510,2259,0,0,158.7,84,181.7,91,177.3,67,7.7,10,2,0
1,95,415,829,0,0,229.9,116,202.4,110,171.4,105,14.2,6,1,0
16,186,510,2567,0,0,137.8,97,187.7,118,146.4,85,8.7,6,1,0
22,128,415,3317,0,0,179.4,94,270.4,92,191.0,88,7.9,4,0,0
0,55,408,1364,0,39,139.3,101,178.3,117,246.5,104,8.1,1,3,0
35,134,415,2787,0,0,7.8,86,171.4,100,186.5,80,12.9,2,2,0
15,96,415,1961,0,23,183.1,88,147.4,89,350.2,108,11.3,7,1,0
40,107,415,1460,0,0,206.9,79,262.4,117,149.3,69,10.7,3,0,0
16,123,415,1782,0,0,140.0,106,153.7,101,50.1,87,12.5,1,2,0
36,35,415,1257,0,0,179.2,59,283.3,101,285.4,83,5.8,7,2,0
48,74,408,1310,0,0,177.4,136,240.3,104,237.3,133,12.0,3,0,0
15,130,408,274,0,0,115.6,129,167.8,104,141.8,124,12.6,9,1,0
14,137,408,898,1,0,237.3,103,176.7,84,263.4,81,14.2,4,0,1
42,88,415,162,0,0,181.5,116,187.0,119,220.3,96,10.5,7,1,0
7,80,408,18,0,0,51.5,90,164.0,98,169.4,80,9.5,4,3,0
27,116,408,406,0,19,155.7,104,185.4,118,192.7,116,8.2,2,3,0
39,123,510,772,0,23,245.0,88,265.0,105,239.7,108,14.9,3,2,0
25,120,415,3298,0,0,131.7,99,163.1,109,201.1,116,10.7,3,1,0
45,146,415,2239,1,0,111.1,126,313.4,95,215.7,82,10.5,6,1,0
17,106,510,1820,0,9,88.5,100,324.8,109,79.9,86,8.2,4,3,0
33,121,408,3231,0,44,116.0,85,150.1,120,246.8,98,12.0,2,1,0
48,137,510,1916,0,0,155.5,81,133.1,94,253.1,77,9.1,2,1,0
30,84,408,2911,0,30,106.5,65,225.7,108,188.6,61,5.7,3,2,0
29,67,510,1271,0,31,175.2,68,199.2,73,219.8,99,13.2,6,1,0
48,161,408,3089,0,0,154.7,84,177.8,125,172.9,90,5.9,2,4,1
31,134,510,1622,0,34,247.2,105,225.5,133,186.3,76,6.1,5,2,1
21,62,415,1114,1,32,218.4,93,236.7,132,192.2,137,13.2,3,0,1
50,120,415,1909,0,24,227.5,81,234.9,71,166.4,128,9.0,13,1,0
15,130,408,1214,0,30,185.0,117,249.5,141,157.8,103,7.4,7,0,0
48,20,408,607,0,0,186.8,89,253.4,51,273.1,105,12.3,6,2,0
46,68,415,2431,0,0,158.8,119,211.8,105,198.1,101,10.3,3,1,0
4,112,415,676,0,0,208.7,150,212.8,104,178.1,98,8.5,4,0,0
15,77,408,38,0,0,185.9,95,212.0,98,282.3,81,11.3,4,3,0
40,109,415,1187,0,0,222.5,74,169.7,75,264.3,94,9.0,3,2,0
15,108,415,1120,0,0,201.1,101,170.7,86,237.4,113,11.6,3,3,0
12,79,415,614,0,17,167.9,114,243.7,93,211.9,114,9.1,2,1,0
20,119,408,2616,0,0,239.1,88,243.5,79,230.9,92,10.9,3,3,1
23,38,510,2523,0,0,175.7,109,211.8,97,137.9,109,9.2,3,5,1
2,109,415,2913,0,29,111.2,90,263.5,98,224.7,128,9.0,6,6,1
25,78,415,1132,0,0,87.7,74,214.8,58,201.3,147,10.8,6,1,0
23,134,415,3070,0,0,244.1,99,246.9,111,200.0,133,7.2,2,0,0
47,47,415,84,0,27,165.0,89,127.3,118,284.4,95,7.7,4,2,0
25,59,408,3111,0,27,127.4,110,103.3,99,164.2,73,9.1,3,0,0
13,151,415,3027,0,0,194.8,106,292.7,103,224.6,82,5.5,3,0,0
27,129,415,712,0,0,54.7,131,256.1,105,176.6,135,11.1,4,1,0
45,107,510,92,0,27,283.4,104,224.1,152,241.3,63,14.4,7,2,0
26,137,408,106,1,0,258.0,112,246.5,117,173.2,100,10.9,3,0,1
22,76,510,2957,0,0,90.5,142,211.7,75,194.9,76,9.3,2,1,0
11,24,415,79,0,0,235.6,132,115.9,129,185.4,136,16.2,2,0,0
27,169,408,222,0,0,142.5,82,231.4,110,131.2,67,10.0,4,2,0
23,30,408,2522,0,0,54.0,68,179.3,96,247.2,101,10.2,8,1,0
49,70,415,2625,0,0,214.8,87,131.0,114,216.9,104,9.4,3,3,0
41,52,510,2671,1,0,251.4,118,196.6,80,192.0,53,11.0,2,0,1
11,3,408,1014,0,0,139.0,99,250.7,108,286.2,87,6.1,3,4,0
25,38,415,2066,0,0,117.3,114,208.7,105,203.4,98,14.4,2,2,0
34,104,415,2178,0,0,264.0,108,132.2,75,177.7,91,10.6,8,3,0
18,27,408,767,0,0,82.6,105,204.0,99,224.2,122,9.1,4,1,0
16,166,415,270,1,28,175.8,126,253.6,76,128.5,72,11.4,5,1,0
19,13,408,2968,0,0,220.4,100,211.2,79,259.3,112,13.6,8,2,0
0,52,408,1693,0,0,217.0,104,152.3,83,134.3,109,11.8,4,2,0
41,114,415,2072,0,25,129.0,77,290.0,110,177.1,110,11.6,5,1,0
5,156,408,1332,0,0,150.5,106,152.9,112,215.9,86,3.5,3,1,0
30,90,415,1952,0,42,193.3,66,263.3,85,214.4,97,11.1,4,0,0
49,62,415,852,0,0,189.5,122,103.8,95,180.6,106,10.8,5,2,0
3,82,415,3039,0,33,137.8,95,235.5,128,268.1,70,11.0,6,2,0
21,52,510,1884,0,0,129.3,80,142.7,101,258.3,89,12.3,4,3,0
30,146,510,630,0,0,115.6,77,213.6,100,218.4,72,10.7,6,1,0
39,120,415,1758,0,23,221.9,114,254.7,84,250.5,117,7.2,5,2,0
13,130,415,1127,0,0,263.7,113,186.5,103,195.3,99,18.3,6,1,1
48,90,408,2564,0,0,61.3,91,194.4,94,143.1,80,11.4,9,1,0
32,147,408,1101,1,0,183.8,113,164.7,110,111.0,87,10.1,4,1,0
50,159,415,2235,0,0,167.4,68,143.8,74,140.1,111,10.3,3,0,1
14,74,510,2498,0,27,154.1,122,195.3,150,276.7,86,13.2,2,4,0
43,130,408,2040,0,0,252.0,101,170.2,105,209.2,64,5.7,5,0,0
39,155,408,247,1,0,163.1,94,291.7,108,96.4,111,11.2,3,0,0
22,87,415,2741,0,0,198.3,80,187.0,89,133.5,96,16.6,4,2,0
37,81,415,2786,0,0,324.7,48,236.4,82,187.6,78,13.1,5,0,1
45,99,510,885,0,0,128.3,78,215.3,120,143.7,140,14.3,9,2,0
41,131,510,696,0,0,187.9,110,200.5,101,202.6,125,10.2,11,2,0
1,89,510,701,0,0,129.2,71,214.1,68,214.9,100,10.3,4,5,1
25,123,415,2156,1,0,125.5,106,128.9,96,251.9,129,6.3,6,4,1
25,130,510,2640,0,26,257.2,108,224.3,122,204.0,118,12.6,4,1,0
11,99,415,1426,0,0,124.6,90,146.4,70,169.4,95,10.5,6,1,0
49,36,408,1533,0,0,175.1,144,216.9,69,243.7,146,9.9,3,1,0
49,87,415,164,0,0,124.3,91,173.4,105,256.3,109,7.5,5,3,0
49,139,415,2688,0,0,271.6,130,156.0,131,136.3,108,11.6,9,2,0
15,189,510,1290,0,0,219.9,80,143.3,117,130.6,69,11.7,7,1,0
32,96,415,2404,0,33,183.3,115,201.4,87,177.4,84,10.4,15,3,0
8,112,408,871,0,0,101.1,119,214.4,67,179.5,112,10.3,5,2,0
27,75,408,2795,0,0,203.3,70,228.9,97,222.2,118,14.3,3,1,0
32,178,415,2480,0,35,175.4,88,190.0,65,138.7,94,10.5,3,2,0
40,112,415,1311,0,0,266.0,97,214.6,94,306.2,100,14.2,2,2,1
31,108,415,191,0,41,171.6,110,136.1,78,183.4,103,10.8,7,0,0
3,100,510,2243,0,0,78.7,98,225.6,102,150.4,106,14.0,8,0,0
39,121,510,311,0,20,211.9,110,215.1,120,238.5,107,9.4,2,0,0
41,116,415,1358,0,0,63.7,101,195.8,95,210.1,87,10.0,6,1,0
30,161,415,792,0,0,173.4,100,213.7,74,141.5,69,11.5,4,1,0
1,19,415,1860,1,0,237.7,98,207.1,121,182.2,95,4.5,4,0,0
49,104,415,999,0,0,225.9,123,162.8,106,272.1,85,10.1,4,1,0
13,119,415,423,1,32,173.0,101,209.4,93,231.1,91,12.2,4,0,0
20,125,415,2726,0,0,224.9,102,143.8,87,198.9,105,8.0,2,0,0
15,156,510,78,0,0,237.7,122,181.5,91,185.7,151,7.7,4,1,0
50,109,415,44,0,0,137.0,128,217.0,116,182.1,86,10.0,5,2,0
30,95,510,2900,0,0,142.5,109,176.1,107,189.6,88,8.2,3,2,0
23,90,408,3300,0,0,142.4,126,126.2,118,274.2,71,4.6,4,1,0
19,105,415,981,0,21,147.0,112,197.3,43,267.4,93,8.7,3,2,0
30,101,510,890,0,0,220.3,124,188.6,101,278.4,98,10.6,4,1,0
23,95,415,2612,0,0,149.2,96,260.7,116,201.0,120,8.1,2,1,0
12,123,415,3270,0,0,204.4,88,137.5,111,226.0,100,10.0,4,0,0
34,160,408,901,0,0,216.8,77,207.3,117,228.6,117,5.6,2,1,0
1,141,510,2151,0,28,308.0,123,247.8,128,152.9,103,7.4,3,1,0
49,87,415,3088,0,0,58.0,125,67.5,116,185.9,136,11.5,3,0,0
32,81,415,2650,0,0,173.2,80,236.2,94,240.2,84,11.8,6,2,0
4,75,415,488,0,19,210.3,90,241.8,87,215.7,102,13.1,3,4,0
